id	language_name
111479	Deutsch
182799	English
67493	
264656	English
68004	广州话 / 廣州話
68004	普通话
230779	English
230779	Español
127798	English
87621	Deutsch
87621	English
54561	Italiano
38654	English
257451	English
103701	Português
116352	Français
69559	Français
251981	日本語
254904	English
18374	한국어/조선말
42648	English
42493	English
157825	English
116351	No Language
17200	English
52314	English
282041	English
198182	English
292483	English
284427	English
284427	Deutsch
222461	English
287877	فارسی
60828	English
64835	Italiano
270668	Dansk
170687	English
149871	日本語
37702	广州话 / 廣州話
241261	English
174324	English
219054	English
199415	English
199415	Español
27212	English
110887	
84540	English
205004	English
205004	Deutsch
69328	Français
116350	Français
47703	No Language
20372	Norsk
102913	Norsk
102024	
209440	Español
239678	English
93115	English
179822	English
53042	Português
230295	svenska
295507	English
15916	日本語
140481	
142375	
123742	English
267480	Bahasa indonesia
15478	English
57812	English
57812	Français
126141	Français
157424	English
190859	English
263855	English
246403	English
42416	Italiano
37630	Český
254375	Deutsch
254375	English
254375	Français
210911	广州话 / 廣州話
65485	Italiano
58509	Italiano
250666	English
42581	English
42581	Português
42581	Español
43259	English
140513	日本語
271397	Український
215928	English
253312	English
149509	English
250546	English
158997	English
8445	suomi
8445	svenska
86493	Deutsch
26730	Polski
44445	No Language
104378	
22758	Italiano
28690	Español
43749	English
151368	Español
151368	English
244534	English
286554	English
91878	Italiano
56386	Italiano
50079	English
52315	Český
52315	English
26615	普通话
84062	English
234284	日本語
49017	English
88375	English
98069	
38455	English
38455	Français
33386	English
1285	Español
227300	English
107034	Italiano
83613	English
108933	
63360	English
118257	English
118257	Français
118257	Deutsch
118257	Italiano
118257	Português
118257	Türkçe
169250	Deutsch
169250	Hrvatski
262543	English
241254	English
152745	English
100341	Český
227707	English
25148	English
28044	English
33691	English
27371	English
109364	Français
107928	Italiano
131887	
38084	English
43922	English
156360	English
75710	Italiano
39958	English
39958	Español
73818	English
47525	English
25450	English
244761	English
251852	English
153532	suomi
188598	English
188598	Français
188598	普通话
206487	English
204436	Français
204436	English
8063	English
8063	Italiano
8063	Pусский
249719	
293271	English
293271	Dansk
293271	suomi
293271	Polski
206284	English
53187	English
254611	
297263	English
125607	
53222	Français
46247	English
79818	
81246	
52318	English
271007	
21394	svenska
26111	svenska
108798	日本語
146381	English
108648	日本語
273641	Český
273641	English
273641	Pусский
54113	Dansk
54113	English
54113	suomi
54113	Deutsch
54113	Norsk
54113	Polski
54113	Español
54113	svenska
169883	English
34658	广州话 / 廣州話
62967	English
48585	
110073	
246741	Deutsch
246741	English
276496	English
282376	
282376	ქართული
282376	Pусский
37925	English
37925	Français
43398	English
261038	English
23996	English
239571	English
245891	Magyar
245891	English
245891	Pусский
208869	English
62655	English
62655	Italiano
286654	English
91322	English
38551	日本語
205587	English
157829	English
244268	English
15377	Français
35847	Français
256	Français
295538	English
293205	English
36072	日本語
228150	English
298317	English
266285	Dansk
266285	English
75007	English
215211	Français
215211	English
224282	English
239563	English
250989	Deutsch
215379	English
16049	Dansk
252102	English
203186	English
126323	English
33387	English
38457	English
33388	English
33389	English
33392	English
147923	
62692	Pусский
438012	
115232	Pусский
275318	English
156597	English
54557	English
28302	English
38458	English
33393	English
33394	English
38461	English
38463	English
38454	English
81707	English
47455	Français
74276	English
259442	English
22072	English
36323	Dansk
204762	Français
28437	English
124124	English
218778	English
267333	English
267336	English
284785	
35017	English
35017	Italiano
35017	Español
117869	Español
218043	English
47454	Français
326038	Pусский
76207	Français
115214	English
245844	Norsk
118658	Italiano
118658	Bosanski
118658	English
292445	Deutsch
224946	Español
224946	English
74790	English
285025	Deutsch
253292	English
161426	English
265016	English
91237	한국어/조선말
127862	English
127862	Français
61138	English
289727	Français
289727	English
258193	English
258193	Deutsch
39262	English
31275	English
142946	English
39263	English
299203	
2813	Français
242512	English
273997	English
250578	English
250578	svenska
274127	English
15021	Español
46314	Dansk
54445	English
242582	English
252457	English
252457	Pусский
152736	English
3937	English
129943	فارسی
94513	فارسی
129945	
41097	Magyar
51576	
36523	English
177572	English
27501	English
298538	English
49706	广州话 / 廣州話
236735	Español
236735	Türkçe
241742	Pусский
241742	English
31446	English
31446	Pусский
31024	English
115549	English
228326	English
200727	English
217923	普通话
69017	English
304850	English
225044	English
273271	English
143516	English
203912	English
17278	English
268735	English
169066	English
149087	Français
72270	English
22599	English
81424	English
48504	English
173491	English
264660	English
284306	suomi
41558	English
40081	普通话
159304	English
48488	English
207752	English
27805	English
102851	فارسی
41023	English
32069	English
190173	English
12314	Deutsch
52996	English
253254	English
208286	
212846	English
257874	English
38890	English
38890	Français
84944	suomi
71098	English
87060	English
63140	English
268272	
3576	English
413669	English
234862	
245700	English
224414	English
251232	Dansk
251232	English
278772	English
38456	English
33708	English
21250	English
21250	Deutsch
21250	svenska
37193	English
83228	Português
83226	Português
180305	English
92401	English
77887	English
116440	English
82424	English
98622	
89888	English
17082	广州话 / 廣州話
17082	普通话
273510	
103081	English
141950	Français
141950	Deutsch
93407	Český
93407	English
93407	Français
122843	English
52475	Deutsch
14575	English
58626	English
20270	English
157058	English
41244	广州话 / 廣州話
41244	English
41244	Italiano
41244	Tiếng Việt
27310	English
55069	
151933	English
260063	English
230731	Norsk
14830	English
77499	English
264646	Český
264646	English
264646	Deutsch
275287	English
42313	English
42313	Deutsch
42313	Pусский
42313	svenska
12450	English
61495	svenska
61495	suomi
19164	English
19165	English
17337	English
31473	English
27653	English
196830	English
57483	English
57483	Deutsch
42903	English
79365	English
171581	English
171581	Polski
171581	Español
56212	Pусский
20994	English
20994	Pусский
199575	English
178446	Deutsch
17108	普通话
280795	हिन्दी
123366	Français
97414	English
97414	Français
97414	Pусский
34995	
72977	English
67669	English
188102	English
188102	Español
41497	English
41497	Deutsch
244563	English
244563	日本語
99819	Español
256311	Deutsch
130747	Deutsch
42542	English
159140	English
103686	Deutsch
56481	Deutsch
56481	Norsk
56481	svenska
42757	Dansk
177865	Dansk
177865	svenska
86616	English
101307	English
138754	svenska
68197	English
68197	Español
166560	English
222731	English
297265	English
54625	
25754	English
25752	English
25751	English
70575	English
25753	English
45181	Español
4956	Français
55596	English
149023	English
149023	Deutsch
71114	Español
64679	English
15460	Français
39213	
74974	English
32079	English
119213	English
131475	Polski
59996	English
144471	English
158426	Français
158426	English
158426	العربية
41035	English
39239	
26298	العربية
26298	Français
61415	Français
61415	English
65612	Français
53412	
53406	English
53387	
244838	
244836	Português
154188	Português
253959	Português
199336	
293028	
256679	English
12076	Norsk
55472	English
51649	English
25896	English
172008	English
201847	English
250608	English
69204	English
289314	English
265180	Italiano
147533	한국어/조선말
216156	English
140979	English
57563	Français
87492	English
80680	English
68715	日本語
122047	English
44092	普通话
44092	English
31418	Pусский
63069	English
53853	English
196802	Český
196802	English
196802	Español
112501	日本語
31879	English
106635	English
81113	English
97193	English
43863	English
199534	Deutsch
199534	English
95874	English
82239	English
90523	English
14459	Français
41234	English
87925	English
57749	English
185567	English
140276	English
27341	English
77951	English
52010	English
75258	English
25475	English
50114	English
99785	Pусский
41545	Pусский
41842	Pусский
59101	English
85518	English
292498	English
63787	
71034	English
91580	English
50119	English
17699	English
14666	English
61856	English
36597	English
105528	English
57573	English
160019	English
134688	English
15501	English
18434	English
16080	English
16080	Polski
232866	
232866	Español
89602	English
74295	suomi
101330	English
101330	Français
109809	English
109809	Polski
59838	English
2089	English
2089	Deutsch
290729	English
293633	English
152943	
290542	English
35917	English
52364	English
52364	Español
57738	
24091	English
183662	English
72103	English
20362	English
20362	Italiano
173761	English
173761	Español
25391	Český
25391	English
64160	English
64161	English
64161	Deutsch
64372	English
31775	English
255476	English
253899	English
38470	English
125257	日本語
207933	English
49585	Pусский
36407	Polski
136743	български език
136743	English
136743	Deutsch
136743	
136743	Srpski
238203	日本語
107413	日本語
205819	English
205819	Magyar
205819	Română
205819	Deutsch
238628	Eesti
238628	ქართული
238628	Pусский
260001	English
286817	
57875	日本語
256092	English
198225	日本語
248870	English
183108	
61525	English
61525	Italiano
156317	English
145762	English
299313	日本語
148326	
222772	Español
25553	English
107682	广州话 / 廣州話
180427	English
209271	English
195068	English
52989	Italiano
33570	English
172226	English
91343	English
40661	English
188066	
156356	English
230743	English
85910	English
290862	
199851	Español
112735	
96239	
128154	العربية
128154	עִבְרִית
180147	Español
227094	English
244801	English
141152	Español
25353	Český
25353	English
25353	Français
25353	Polski
193223	
272692	English
79723	Nederlands
50400	български език
50400	English
50400	Pусский
50400	Srpski
258070	Deutsch
76424	English
68097	Français
68097	English
264309	English
2516	English
251260	English
87799	Pусский
203793	Deutsch
203793	Pусский
226948	English
249266	English
130813	
35632	English
44888	English
11813	Français
11813	Italiano
43453	English
194393	English
99258	
99258	English
29032	English
29032	Deutsch
29032	Italiano
280134	English
28668	English
56154	English
108852	English
154515	English
43193	English
70512	Italiano
73103	
38471	English
73997	English
27105	English
30302	English
30302	Français
30302	Deutsch
45256	English
45256	Français
57789	English
57789	Français
57789	Português
61233	English
257093	English
263915	Deutsch
167581	Deutsch
258358	English
30855	English
241842	Deutsch
241842	Norsk
241842	English
32182	English
109500	English
16432	English
20053	English
47553	English
90652	English
90652	Deutsch
90652	Português
28768	English
85162	English
78522	English
65214	English
64075	English
38460	English
56929	English
40644	日本語
103236	हिन्दी
85651	English
34623	English
130474	English
37133	Pусский
18122	Pусский
240510	Deutsch
84111	普通话
82450	Pусский
82450	svenska
82450	العربية
82450	English
103972	Dansk
207263	
37128	Pусский
15476	English
15476	Deutsch
69065	English
77067	English
117007	English
20342	English
20342	普通话
98344	日本語
98344	普通话
273922	English
91316	English
34650	English
11115	English
42734	English
62804	English
22515	English
209367	English
25646	English
202744	
16639	Dansk
104329	English
73091	English
73091	Français
73091	Tiếng Việt
291155	English
164251	English
88486	Italiano
197489	English
59159	English
84352	English
205596	English
171274	English
287495	Deutsch
14808	广州话 / 廣州話
14808	普通话
34182	普通话
262551	Français
38125	English
28778	English
30972	English
83519	English
244403	English
58760	English
81347	suomi
131631	English
48135	English
28019	English
41077	Magyar
36132	Dansk
36132	svenska
28967	Magyar
270403	עִבְרִית
270403	Français
222649	English
294959	Italiano
294959	English
273334	
295315	English
58433	English
58433	Français
58433	Deutsch
58433	Português
288281	English
237791	Português
140222	English
188538	English
188538	Deutsch
188538	Italiano
186161	Français
186161	English
186161	Português
56178	Français
77412	English
121020	English
33001	English
20675	English
43075	English
114302	English
114302	Français
147441	English
46217	العربية
46217	English
60479	Français
60479	Deutsch
206563	English
206563	Português
39298	עִבְרִית
265195	Español
17234	日本語
298077	English
157305	English
212167	日本語
250657	English
55152	English
58700	한국어/조선말
78399	Français
143451	Italiano
183111	
183113	
183119	
90978	English
52853	English
72638	English
232100	English
49431	English
9742	Deutsch
17009	English
167963	Español
57106	Français
57106	Deutsch
165477	English
143453	
244001	English
203179	English
183127	
202573	svenska
162406	日本語
162437	日本語
21811	Français
162442	
162435	
86532	
55538	English
22585	Français
22585	English
203766	English
100042	English
233423	English
30449	English
128606	English
206821	English
55308	English
289575	English
284246	English
103528	English
79544	English
79475	English
258086	English
184061	English
261037	English
301566	English
38459	English
80920	English
256913	Français
14524	English
15741	English
114750	English
13617	Norsk
17893	Español
40074	English
40074	Español
17808	普通话
209361	English
15199	English
14142	English
14539	普通话
214096	English
22609	हिन्दी
43768	ελληνικά
43768	فارسی
43768	Pусский
43768	Türkçe
288691	
157380	English
128142	Nederlands
128142	English
128142	Français
190870	Français
190870	العربية
285843	English
211411	
248211	हिन्दी
139930	
166627	
268174	English
157045	
266856	Latin
266856	English
266856	Français
266856	Italiano
272602	العربية
272602	English
182349	English
149940	
13646	Nederlands
56152	English
66707	English
64928	English
282848	English
227735	English
158439	English
69060	Español
100416	English
200044	English
232679	English
192558	हिन्दी
193726	العربية
193726	English
193726	Français
193726	Deutsch
193726	עִבְרִית
193726	日本語
193726	Português
228813	English
102410	English
20789	English
20789	Deutsch
17175	English
40925	English
7267	Français
7267	Nederlands
15149	Dansk
204768	العربية
204768	Français
201759	Français
202215	Français
283726	Français
289153	Français
15011	English
295087	Français
13835	English
140818	Norsk
18940	Français
18940	Magyar
14866	English
45127	Español
45127	English
17780	Magyar
19222	English
17143	English
36683	日本語
15542	English
15542	Pусский
18232	普通话
263614	Français
263614	Kiswahili
263614	English
23515	English
10258	English
32080	English
267806	English
159153	English
72933	日本語
250833	
136459	Deutsch
48186	English
48186	Deutsch
29596	English
98404	English
191037	English
17963	English
253256	English
254194	English
151679	English
242828	日本語
241868	English
241868	日本語
119892	普通话
119892	English
110416	English
304023	English
304023	Deutsch
304023	日本語
252391	日本語
142507	English
155890	Français
137769	suomi
137769	Português
241771	English
54658	English
90816	Italiano
90816	English
90816	Español
40383	English
159121	Français
205775	English
55317	Français
66129	Français
45368	Français
105001	广州话 / 廣州話
228445	Dansk
228445	svenska
80957	English
80957	Français
80957	Deutsch
33838	English
114324	English
141868	
101135	English
214081	English
24047	English
77348	English
81244	English
50291	English
230846	
87235	English
22460	हिन्दी
221240	
303623	English
148430	Pусский
80787	English
251736	English
99977	English
61644	English
79151	普通话
100292	
52444	한국어/조선말
135397	English
215032	Español
215032	普通话
215032	हिन्दी
215032	English
215032	বাংলা
293310	English
293310	Deutsch
293310	Português
117678	Français
129966	Français
198130	Français
46473	English
46473	Français
21861	Français
170522	Français
78646	svenska
297608	English
73452	
158967	English
250643	English
294600	English
41608	Italiano
42332	English
42332	Pусский
294538	English
63484	日本語
45167	English
9510	Deutsch
13610	English
184992	Italiano
254435	Português
43212	한국어/조선말
16877	Deutsch
16877	English
227159	English
83451	Français
83451	English
83451	Deutsch
139715	English
34651	English
29060	English
50571	广州话 / 廣州話
50571	Deutsch
50571	Italiano
50571	普通话
17925	العربية
17925	English
17925	Français
17925	עִבְרִית
17925	Italiano
44131	English
136525	English
68340	English
68337	English
68242	English
89059	
237796	Français
40102	English
143092	English
109441	Español
84742	English
88107	English
180607	
164073	English
19273	English
27996	English
183190	English
35801	English
235679	English
10473	English
34652	English
46302	English
21791	English
66018	广州话 / 廣州話
120785	English
43343	English
72892	Pусский
94201	English
102629	English
102629	Español
58058	Français
140814	English
19554	English
37641	English
45120	English
33111	English
133831	English
63273	English
22124	普通话
161422	
121250	English
116385	English
81182	English
121992	English
6110	English
6110	Deutsch
96433	English
238589	English
238589	Français
171594	English
76815	English
71316	English
155130	English
238185	English
31462	English
167935	Español
78327	English
81110	English
211247	한국어/조선말
27446	English
134355	English
111750	English
81038	English
146946	English
219343	?????
38636	English
254582	Français
163068	English
49467	Polski
25518	Français
270946	English
238222	
75364	Français
267355	
299618	English
253331	English
268386	
296136	
252178	English
259610	العربية
256917	Pусский
256917	Türkçe
256917	ελληνικά
256917	English
39849	
173912	English
173912	Français
75491	Français
278086	English
284293	English
40192	Français
300441	English
116149	English
204965	Deutsch
135714	English
203834	English
294254	English
159100	English
302496	English
147778	English
99922	English
28526	svenska
89280	English
193411	No Language
93114	No Language
284995	English
307087	
150338	English
212843	English
79218	English
105770	Nederlands
169860	English
306650	English
35856	עִבְרִית
35856	日本語
265449	English
92459	English
137357	English
100257	English
43450	English
157283	English
80031	English
181876	
27917	English
69784	English
123432	English
27884	English
64851	English
28909	English
68339	English
252721	English
40953	English
191186	English
27261	English
185546	Italiano
185546	English
171075	English
82966	Français
118337	English
244458	English
20886	Pусский
185057	Pусский
67869	Pусский
139169	Pусский
131194	English
131194	Español
230836	English
139380	English
41272	Español
84154	English
276922	English
303742	
257296	한국어/조선말
136476	English
257442	English
96846	English
240820	Français
289416	English
99879	Français
70966	Pусский
20077	English
20077	Français
171308	English
86236	English
11616	English
11616	Italiano
170582	
266108	English
163870	日本語
250798	English
250798	עִבְרִית
277846	English
282297	English
123581	English
253295	English
262088	English
189133	Deutsch
146916	English
198171	English
173805	English
38986	English
74092	한국어/조선말
307114	
306963	
246860	Deutsch
246860	English
246860	Français
297596	العربية
297596	English
297596	Română
100110	English
210908	English
47259	English
262840	English
42057	English
42057	ਪੰਜਾਬੀ
207774	English
193040	English
82469	한국어/조선말
82469	ภาษาไทย
52009	Norsk
52009	English
52009	Pусский
169310	English
123107	English
181009	普通话
68590	广州话 / 廣州話
58200	English
57387	Français
2139	English
2139	普通话
151730	
171357	English
17135	English
44503	
308792	English
63194	English
46760	English
134375	English
134375	Português
37176	Pусский
100270	Español
270005	English
110552	ภาษาไทย
136278	English
136278	Magyar
86305	English
17792	English
74035	English
110402	Pусский
255940	English
14228	English
39195	English
78247	English
188832	English
305276	English
190000	No Language
245916	English
183412	English
241448	suomi
4683	Français
96011	
150108	हिन्दी
150108	Pусский
48443	No Language
39928	Español
116762	עִבְרִית
55322	English
65275	English
252511	日本語
158483	日本語
23076	Deutsch
23076	Italiano
99261	Italiano
46570	Italiano
124207	Italiano
89652	Italiano
42438	Italiano
99361	Deutsch
96477	Italiano
74018	English
55689	English
55689	Français
55689	Italiano
104866	Italiano
3541	Italiano
74417	Italiano
15261	English
241953	English
58702	Italiano
128555	Deutsch
128555	Italiano
42499	Italiano
56971	Italiano
106970	Italiano
42441	Italiano
38366	Italiano
121510	
105398	Italiano
28844	Italiano
118802	Italiano
145677	Italiano
260893	
105906	
268662	
48935	Italiano
78566	
101231	Italiano
285423	English
253272	English
253272	Magyar
215016	
69040	English
84425	English
84425	Français
84425	Italiano
104398	No Language
247437	
145337	Français
289728	English
214086	English
43441	English
212950	English
58414	
74071	Italiano
122917	English
40456	English
273895	English
227306	Italiano
227306	English
227306	日本語
246080	English
225499	English
305127	English
40130	Italiano
60041	English
112054	English
18450	Italiano
93142	Italiano
96132	English
29482	Italiano
102949	Italiano
105078	Italiano
98273	English
63260	Italiano
56431	Italiano
283281	Français
283281	Italiano
103678	Italiano
250538	English
308165	हिन्दी
266782	
298445	English
240982	
241574	English
118134	English
304336	English
146121	English
15603	English
22285	English
83007	English
32624	English
32624	हिन्दी
32624	
32624	Română
32624	Español
76750	English
29293	English
67314	Français
42710	English
228634	
128264	
74681	English
277547	English
30545	English
29542	English
29542	Français
9940	English
118751	日本語
23523	
24388	English
39885	日本語
47057	
65456	English
47491	English
121620	
72153	English
27739	English
144114	English
144114	Español
106685	Français
106685	Polski
136106	English
60629	English
137347	English
137347	Română
219043	Español
295144	English
20000	English
28652	English
295698	English
292191	English
172391	English
252171	فارسی
30174	Français
280218	Français
182528	Nederlands
20147	English
34505	English
26366	English
32916	English
265177	Français
265177	English
241239	Español
241239	English
228970	English
59940	English
68750	English
24486	English
28791	
15056	English
2699	English
253290	English
174678	English
284296	English
308571	English
311021	English
246213	English
127817	
210126	No Language
246648	English
132038	
148176	
94818	English
162755	Français
223243	No Language
51406	No Language
214948	
218658	
211017	No Language
128679	English
215061	
255496	English
40210	English
266044	Deutsch
190469	Polski
190469	English
190469	Lietuvikai
190469	Pусский
294308	English
292063	English
61086	English
87093	Italiano
87093	English
87093	Français
205349	Deutsch
205349	Italiano
224141	English
285532	
61925	Italiano
52914	Italiano
255906	Italiano
50758	Italiano
52913	Deutsch
52913	Italiano
52238	Deutsch
52238	Italiano
165159	Italiano
62715	Italiano
127760	Italiano
62725	Italiano
46001	Italiano
58083	Italiano
52113	Italiano
11613	English
11613	Italiano
53342	Italiano
9807	Italiano
82083	
17681	English
243684	English
35069	
257561	
257563	No Language
171846	Bahasa indonesia
171846	日本語
171846	English
125150	Español
106196	Español
24179	Deutsch
24179	Italiano
312497	English
228967	한국어/조선말
228967	English
177043	English
207703	English
242555	English
85336	Nederlands
40387	English
191489	English
181533	English
293380	English
174309	Deutsch
174309	English
59169	English
125154	Español
122348	
51239	English
222216	English
222216	广州话 / 廣州話
222216	普通话
34515	English
180951	English
180951	Magyar
180951	Português
46127	English
19444	English
42309	English
267863	Italiano
267863	English
67753	Français
132936	English
81116	English
274985	
212503	Deutsch
142119	English
261820	English
120605	English
307113	
259018	English
175555	English
277368	Nederlands
277368	Français
277368	Português
145162	English
13759	English
129062	Italiano
241432	English
44936	English
18755	English
18755	Pусский
53527	English
90932	English
182099	No Language
141058	English
110323	Français
51090	English
51090	Français
14669	English
212606	Gaeilge
212606	Norsk
212606	svenska
60119	
215538	English
65821	
52622	Français
51017	English
26540	English
81393	English
62836	English
302118	Deutsch
33582	English
145186	Français
158828	English
158828	עִבְרִית
243856	English
32113	English
21240	English
38503	English
94674	Nederlands
71841	Deutsch
71841	English
131944	English
280495	English
18969	English
168885	English
123868	English
88253	English
197647	English
51416	English
30102	English
168408	English
36294	Český
36294	English
11612	Italiano
114285	Français
114285	Pусский
114285	Español
82676	English
52228	English
225898	English
63727	English
63727	Polski
63727	Español
149600	
40474	Italiano
40474	Español
199155	English
131903	English
92286	English
250114	
280000	English
47365	suomi
68737	English
64264	Pусский
149170	Pусский
91261	Pусский
19338	English
37529	English
37529	Română
266080	English
214761	Español
55553	
278334	English
176079	English
73661	English
136741	қазақ
136741	
78093	English
33990	English
33990	Latin
159211	English
57008	
101791	
99194	English
82492	English
16825	Italiano
240906	Deutsch
16412	English
115084	English
298533	English
41897	Italiano
280509	English
79376	Italiano
79376	Français
79376	Nederlands
79376	English
43281	Français
84193	English
99946	
201018	Français
241804	English
18948	Nederlands
18948	English
18948	Deutsch
18948	Español
43968	English
39342	English
86209	English
211085	English
21176	English
144595	Nederlands
144595	English
25797	Nederlands
28535	English
129579	Italiano
121342	Italiano
58080	Italiano
105860	Italiano
75754	Italiano
80067	Italiano
19946	Italiano
19946	Português
39973	English
39973	Italiano
27905	English
27905	Italiano
67180	
67219	Italiano
43548	Italiano
64666	Italiano
64666	English
197335	Italiano
82341	Italiano
67221	English
67221	Italiano
67221	Español
84729	
275239	Italiano
48805	Italiano
272165	
101125	Deutsch
101125	English
75136	English
75136	Magyar
75136	Pусский
75137	English
75137	Magyar
75137	Pусский
75138	English
75138	Magyar
75138	Pусский
69787	English
69787	Français
69787	Magyar
69787	Español
153936	
151068	No Language
300706	English
64998	普通话
227359	English
208637	
286532	English
271185	English
63340	English
70984	English
13383	Español
96921	Français
111022	English
85654	English
30305	ภาษาไทย
190165	
15888	ελληνικά
15888	English
33730	English
135047	English
266031	Dansk
266031	Español
287486	English
287486	suomi
287486	Pусский
287301	suomi
289183	suomi
137614	Català
137614	English
137614	Español
300487	suomi
293491	suomi
293491	svenska
239498	English
82967	English
248833	
92321	日本語
196867	English
28532	Italiano
297222	हिन्दी
126927	English
201076	
283712	English
224903	English
224903	日本語
224903	Español
296626	English
42996	English
42996	Deutsch
42996	Español
130064	
64091	English
64091	Français
84100	English
48854	English
48854	Español
48854	Français
48854	Magyar
48854	Italiano
48854	Português
48854	Pусский
116977	English
81878	English
27399	English
17806	English
17806	Français
65186	English
95060	English
272663	English
72474	English
51175	English
106821	
124115	English
29365	English
98010	English
42706	Italiano
42706	English
29628	English
276918	
186845	English
252529	English
173732	Português
31821	English
288581	English
307127	
43635	日本語
266040	日本語
266040	Français
266040	English
153854	English
251959	Português
253065	한국어/조선말
125891	Deutsch
125891	svenska
46616	English
46616	Deutsch
244049	
149854	suomi
21605	English
22058	English
28763	English
28763	Italiano
135832	Deutsch
75298	Pусский
19365	English
157674	English
209293	English
209293	Français
59439	English
276908	English
42811	English
42811	Deutsch
240881	English
274478	English
56539	English
106136	English
49391	English
162059	English
16365	English
152986	English
142012	English
54165	Français
105404	English
16460	English
26728	English
26728	Português
19993	Español
19993	English
133704	English
28630	English
37238	English
37238	Español
31609	English
94568	English
50392	English
50392	Pусский
159638	English
303542	Italiano
303542	Türkçe
17825	Français
198184	English
130925	English
141423	English
256835	English
241930	English
265297	Français
265297	Português
265297	English
42012	English
42012	ภาษาไทย
81586	
128946	svenska
42759	English
39485	
36339	English
252746	English
73027	English
73027	Español
190474	English
121611	English
121611	Italiano
268536	English
253454	日本語
232175	English
18682	English
95997	English
117942	English
61038	English
33709	English
130452	English
130452	Français
69878	
111317	English
150247	English
222370	
127150	
148777	English
207871	English
209686	suomi
285700	Pусский
226227	Español
226227	English
199291	English
125034	English
121727	English
260346	English
201088	English
201088	Italiano
201088	普通话
201088	Español
188984	English
147903	English
259912	English
197737	English
213603	English
144610	广州话 / 廣州話
144610	English
36463	English
315360	svenska
72240	English
126644	Pусский
73198	
71886	English
127808	
315057	suomi
315044	suomi
216736	English
216736	Italiano
38898	Polski
193348	Polski
278329	English
278329	suomi
26700	Español
26700	English
294652	English
284793	
115132	
38267	English
66969	Français
92251	Français
48714	English
48717	English
87101	English
71456	English
118943	
26621	English
86705	English
66965	Français
75874	English
27317	English
92452	English
36575	English
191120	
149362	
78531	
288158	English
68352	English
126432	日本語
203534	English
20177	English
62934	English
84209	English
116723	English
3057	Français
125458	
199591	English
199591	العربية
24023	svenska
24026	English
24026	svenska
11752	Deutsch
11752	Polski
142563	
157301	
9755	English
9755	Français
123634	English
8767	Français
43629	No Language
187156	Français
187156	English
241287	English
774	No Language
163250	
261207	English
37775	Italiano
37768	Italiano
37777	
59040	Italiano
23273	Italiano
62491	Italiano
56825	Italiano
60014	Italiano
56551	
58189	
56804	Italiano
58081	Italiano
42674	Italiano
44933	Italiano
22728	Italiano
43544	
38327	Italiano
20414	Italiano
36298	Italiano
93855	Italiano
267573	한국어/조선말
221437	日本語
255456	Italiano
43477	English
261768	English
199925	日本語
211710	
267872	English
38187	English
38187	Español
30091	English
38183	English
38190	English
51939	English
38185	English
251555	Español
132601	English
84197	
137079	العربية
21447	Español
14749	English
14749	Italiano
14749	svenska
298935	English
293861	English
51213	Français
55316	Français
44522	Français
31270	Français
33336	English
33336	Français
33336	Deutsch
208763	English
208763	Pусский
80145	Español
212756	English
212756	Français
212756	
42863	English
20693	Español
264048	suomi
289394	English
107255	
64926	svenska
96546	Deutsch
96546	Italiano
120539	English
78358	English
43900	Français
43153	Français
84875	Français
67756	Français
65703	Français
50107	English
88209	English
23107	English
101598	English
36635	English
37482	English
274007	Français
50327	English
13654	English
65611	Français
54518	English
19824	English
101660	English
4226	English
230222	English
13360	English
18729	
15434	English
85373	English
85373	Français
24655	English
244688	English
29988	हिन्दी
78383	English
125509	English
50326	English
25373	English
200085	한국어/조선말
151044	
5139	Français
115520	Español
257648	广州话 / 廣州話
257648	普通话
181330	English
121734	Español
121734	English
140161	English
70008	English
18015	English
60575	English
60575	Deutsch
250225	English
256876	English
256876	Pусский
161529	Norsk
161529	English
161529	suomi
161529	Türkçe
33932	English
174645	English
174645	Bahasa indonesia
19033	English
72359	English
9817	English
24116	Český
24116	English
24116	Français
10055	English
10055	Deutsch
10055	Pусский
39227	English
53459	English
239562	English
209901	English
14025	English
25597	한국어/조선말
32304	English
32304	Polski
161321	English
15426	English
15616	English
51250	English
19066	English
52916	English
52916	Italiano
77879	English
77879	Polski
293262	English
209416	English
91259	English
270303	English
194817	English
269173	English
54415	English
152273	English
24745	English
75074	English
98582	Français
98582	Deutsch
98582	Español
28635	English
31183	English
119738	English
119738	Magyar
287084	English
110393	Español
139662	தமிழ்
139662	తెలుగు
14440	English
14440	Español
19288	English
26588	English
38166	English
18616	English
18616	Polski
22175	English
27770	English
37526	Deutsch
37526	English
16191	English
146631	English
146631	Français
38602	English
30934	English
29919	English
65762	English
115531	English
253153	English
253153	日本語
68189	suomi
86240	English
9076	Deutsch
56624	Deutsch
222715	日本語
92968	English
98612	Deutsch
98612	English
114982	English
114982	Français
59298	日本語
38020	English
160704	Deutsch
160704	English
160704	한국어/조선말
242452	한국어/조선말
118139	English
269165	Deutsch
185207	
276819	English
3483	English
3483	Deutsch
63139	English
44678	English
44678	Français
19254	English
19300	Deutsch
19300	English
26190	English
61411	English
61411	Español
47212	English
88359	English
25441	English
47891	English
114286	Español
234567	English
277432	हिन्दी
46967	English
32836	English
23338	English
63472	English
209369	
177566	English
113237	English
23178	
86131	
61550	English
15671	English
174594	
64084	English
58231	English
86901	English
68659	English
147764	English
109161	English
237925	
15558	English
29077	English
38157	English
